document_id,variant_id,item_order,description,quantity,unit_price,line_total,raw_text,confidence
INV-0012,INV-0012-scanned_pdf,1,Cleaning cloths,3.0,57.97,173.91,Cleaning cloths | 3 | $57.97 | $173.91,0.95
INV-0014,INV-0014-scanned_pdf,1,Herbal tea,3.0,4.09,12.27,Herbal tea | 3 | $4.09 | $12.27,0.95
INV-0014,INV-0014-scanned_pdf,2,USBadapter,3.0,29.18,87.54,USBadapter | 3 | $29.18 | $87.54,0.95
INV-0014,INV-0014-scanned_pdf,3,Gel penset,3.0,47.11,141.33,Gel penset | 3 | $47.11 | $141.33,0.95
INV-0014,INV-0014-scanned_pdf,4,Granolacup,3.0,39.21,117.63,Granolacup | 3 | $39.21 | $117.63,0.95
INV-0016,INV-0016-scanned_pdf,1,Archive folders,1.0,57.72,57.72,Archive folders | 1 | $57.72 | $57.72,0.95
INV-0016,INV-0016-scanned_pdf,2,Canvastote,4.0,26.17,104.68,Canvastote | 4 | $26.17 | $104.68,0.95
INV-0016,INV-0016-scanned_pdf,3,Herbal tea,4.0,20.39,81.56,Herbal tea | 4 | $20.39 | $81.56,0.95
INV-0016,INV-0016-scanned_pdf,4,Desk organizer,3.0,34.02,102.06,Desk organizer | 3 | $34.02 | $102.06,0.95
INV-0017,INV-0017-scanned_pdf,1,Granola cup,2.0,39.53,79.06,Granola cup | 2 | $39.53 | $79.06,0.95
INV-0018,INV-0018-scanned_pdf,1,Desk organizer,3.0,17.29,51.87,Desk organizer | 3 | $17.29 | $51.87,0.95
INV-0019,INV-0019-scanned_pdf,1,Granolacup,4.0,55.52,222.08,Granolacup | 4 | $55.52 | $222.08,0.95
INV-0019,INV-0019-scanned_pdf,2,Herbaltea,2.0,21.91,43.82,Herbaltea | 2 | $21.91 | $43.82,0.95
INV-0019,INV-0019-scanned_pdf,3,Cable clips,4.0,28.73,114.92,Cable clips | 4 | $28.73 | $114.92,0.95
INV-0020,INV-0020-scanned_pdf,1,Archivefolders,3.0,9.15,27.45,Archivefolders | 3 | $9.15 | $27.45,0.95
INV-0020,INV-0020-scanned_pdf,2,Coffeebeans,3.0,43.62,130.86,Coffeebeans | 3 | $43.62 | $130.86,0.95
INV-0020,INV-0020-scanned_pdf,3,Gelpenset,3.0,18.76,56.28,Gelpenset | 3 | $18.76 | $56.28,0.95
INV-0021,INV-0021-scanned_pdf,1,USBadapter,3.0,39.53,118.59,USBadapter | 3 | $39.53 | $118.59,0.95
INV-0021,INV-0021-scanned_pdf,2,Granolacup,4.0,47.47,189.88,Granolacup | 4 | $47.47 | $189.88,0.95
INV-0021,INV-0021-scanned_pdf,3,Cleaning cloths,4.0,17.01,68.04,Cleaning cloths | 4 | $17.01 | $68.04,0.95
INV-0021,INV-0021-scanned_pdf,4,Coffeebeans,4.0,36.08,144.32,Coffeebeans | 4 | $36.08 | $144.32,0.95
INV-0022,INV-0022-scanned_pdf,1,Archivefolders,2.0,36.02,72.04,Archivefolders | 2 | $36.02 | $72.04,0.95
INV-0022,INV-0022-scanned_pdf,2,Coffeebeans,3.0,19.47,58.41,Coffeebeans | 3 | $19.47 | $58.41,0.95
INV-0022,INV-0022-scanned_pdf,3,Recycled notebooks,1.0,21.26,21.26,Recycled notebooks | 1 | $21.26 | $21.26,0.95
INV-0023,INV-0023-scanned_pdf,1,Coffeebeans,4.0,37.3,149.2,Coffeebeans | 4 | $37.30 | $149.20,0.95
INV-0023,INV-0023-scanned_pdf,2,Canvastote,4.0,39.8,159.2,Canvastote | 4 | $39.80 | $159.20,0.95
INV-0023,INV-0023-scanned_pdf,3,Granola cup,4.0,56.37,225.48,Granola cup | 4 | $56.37 | $225.48,0.95
INV-0023,INV-0023-scanned_pdf,4,Gelpenset,1.0,33.33,33.33,Gelpenset | 1 | $33.33 | $33.33,0.95
INV-0023,INV-0023-scanned_pdf,5,Recycled notebooks,3.0,12.98,38.94,Recycled notebooks | 3 | $12.98 | $38.94,0.95
INV-0024,INV-0024-scanned_pdf,1,Cableclips,2.0,55.78,111.56,Cableclips | 2 | $55.78 | $111.56,0.95
INV-0024,INV-0024-scanned_pdf,2,Cleaning cloths,4.0,7.65,30.6,Cleaning cloths | 4 | $7.65 | $30.60,0.95
INV-0024,INV-0024-scanned_pdf,3,Granola cup,3.0,24.66,73.98,Granola cup | 3 | $24.66 | $73.98,0.95
INV-0026,INV-0026-scanned_pdf,1,Deskorganizer,2.0,23.66,47.32,Deskorganizer | 2 | $23.66 | $47.32,0.95
INV-0028,INV-0028-scanned_pdf,1,Archivefolders,2.0,29.5,59.0,Archivefolders | 2 | $29.50 | $59.00,0.95
INV-0029,INV-0029-scanned_pdf,1,Granola cup,2.0,30.27,60.54,Granola cup | 2 | $30.27 | $60.54,0.95
INV-0030,INV-0030-scanned_pdf,1,USBadapter,3.0,36.39,109.17,USBadapter | 3 | $36.39 | $109.17,0.95
INV-0030,INV-0030-scanned_pdf,2,Canvastote,2.0,10.7,21.4,Canvastote | 2 | $10.70 | $21.40,0.95
INV-0030,INV-0030-scanned_pdf,3,Deskorganizer,2.0,33.76,67.52,Deskorganizer | 2 | $33.76 | $67.52,0.95
INV-0033,INV-0033-scanned_pdf,1,USBadapter,4.0,50.71,202.84,USBadapter | 4 | $50.71 | $202.84,0.95
INV-0034,INV-0034-scanned_pdf,1,Archivefolders,1.0,35.16,35.16,Archivefolders | 1 | $35.16 | $35.16,0.95
INV-0034,INV-0034-scanned_pdf,2,Cleaningcloths,1.0,29.14,29.14,Cleaningcloths | 1 | $29.14 | $29.14,0.95
INV-0034,INV-0034-scanned_pdf,3,USBadapter,4.0,50.89,203.56,USBadapter | 4 | $50.89 | $203.56,0.95
INV-0034,INV-0034-scanned_pdf,4,Coffeebeans,4.0,23.04,92.16,Coffeebeans | 4 | $23.04 | $92.16,0.95
INV-0035,INV-0035-scanned_pdf,1,Cable clips,4.0,6.49,25.96,Cable clips | 4 | $6.49 | $25.96,0.95
INV-0035,INV-0035-scanned_pdf,2,Cleaning cloths,3.0,47.55,142.65,Cleaning cloths | 3 | $47.55 | $142.65,0.95
INV-0036,INV-0036-scanned_pdf,1,Cable clips,2.0,18.3,36.6,Cable clips | 2 | $18.30 | $36.60,0.95
INV-0036,INV-0036-scanned_pdf,2,Deskorganizer,3.0,11.86,35.58,Deskorganizer | 3 | $11.86 | $35.58,0.95
INV-0036,INV-0036-scanned_pdf,3,Granola cup,3.0,53.94,161.82,Granola cup | 3 | $53.94 | $161.82,0.95
INV-0036,INV-0036-scanned_pdf,4,Gel penset,3.0,42.75,128.25,Gel penset | 3 | $42.75 | $128.25,0.95
RCT-0003,RCT-0003-scanned_pdf,1,Cable clips,3.0,5.84,17.52,Cable clips | 3 | $5.84 | $17.52,0.95
RCT-0005,RCT-0005-scanned_pdf,1,Desk organizer,3.0,13.75,41.25,Desk organizer | 3 | $13.75 | $41.25,0.95
RCT-0005,RCT-0005-scanned_pdf,2,Cleaningcloths,3.0,11.92,35.76,Cleaningcloths | 3 | $11.92 | $35.76,0.95
RCT-0005,RCT-0005-scanned_pdf,3,Coffee beans,4.0,15.16,60.64,Coffee beans | 4 | $15.16 | $60.64,0.95
RCT-0005,RCT-0005-scanned_pdf,4,USBadapter,3.0,12.18,36.54,USBadapter | 3 | $12.18 | $36.54,0.95
RCT-0007,RCT-0007-scanned_pdf,1,Cable clips,4.0,6.56,26.24,Cable clips | 4 | $6.56 | $26.24,0.95
RCT-0007,RCT-0007-scanned_pdf,2,Recyclednotebooks,4.0,10.9,43.6,Recyclednotebooks | 4 | $10.90 | $43.60,0.95
RCT-0007,RCT-0007-scanned_pdf,3,Coffee beans,2.0,6.22,12.44,Coffee beans | 2 | $6.22 | $12.44,0.95
RCT-0007,RCT-0007-scanned_pdf,4,Desk organizer,2.0,12.85,25.7,Desk organizer | 2 | $12.85 | $25.70,0.95
RCT-0008,RCT-0008-scanned_pdf,1,Cable clips,3.0,3.22,9.66,Cable clips | 3 | $3.22 | $9.66,0.95
RCT-0008,RCT-0008-scanned_pdf,2,Deskorganizer,2.0,12.57,25.14,Deskorganizer | 2 | $12.57 | $25.14,0.95
RCT-0008,RCT-0008-scanned_pdf,3,Coffee beans,1.0,8.57,8.57,Coffee beans | 1 | $8.57 | $8.57,0.95
RCT-0009,RCT-0009-scanned_pdf,1,Herbal tea,4.0,16.3,65.2,Herbal tea | 4 | $16.30 | $65.20,0.95
RCT-0009,RCT-0009-scanned_pdf,2,USBadapter,3.0,6.91,20.73,USBadapter | 3 | $6.91 | $20.73,0.95
RCT-0009,RCT-0009-scanned_pdf,3,Cleaning cloths,4.0,12.46,49.84,Cleaning cloths | 4 | $12.46 | $49.84,0.95
RCT-0009,RCT-0009-scanned_pdf,4,Coffee beans,4.0,14.74,58.96,Coffee beans | 4 | $14.74 | $58.96,0.95
RCT-0012,RCT-0012-scanned_pdf,1,Gel penset,3.0,9.76,29.28,Gel penset | 3 | $9.76 | $29.28,0.95
RCT-0012,RCT-0012-scanned_pdf,2,Recycled notebooks,4.0,9.21,36.84,Recycled notebooks | 4 | $9.21 | $36.84,0.95
RCT-0012,RCT-0012-scanned_pdf,3,Canvastote,4.0,4.02,16.08,Canvastote | 4 | $4.02 | $16.08,0.95
RCT-0013,RCT-0013-scanned_pdf,1,Gel pen set,1.0,10.47,10.47,Gel pen set | 1 | $10.47 | $10.47,0.95
RCT-0013,RCT-0013-scanned_pdf,2,Desk organizer,2.0,11.49,22.98,Desk organizer | 2 | $11.49 | $22.98,0.95
RCT-0013,RCT-0013-scanned_pdf,3,Recycled notebooks,1.0,12.72,12.72,Recycled notebooks | 1 | $12.72 | $12.72,0.95
RCT-0013,RCT-0013-scanned_pdf,4,Canvas tote,1.0,13.11,13.11,Canvas tote | 1 | $13.11 | $13.11,0.95
RCT-0015,RCT-0015-scanned_pdf,1,Canvas tote,3.0,3.47,10.41,Canvas tote | 3 | $3.47 | $10.41,0.95
RCT-0015,RCT-0015-scanned_pdf,2,Desk organizer,1.0,10.03,10.03,Desk organizer | 1 | $10.03 | $10.03,0.95
RCT-0015,RCT-0015-scanned_pdf,3,Granola cup,1.0,16.38,16.38,Granola cup | 1 | $16.38 | $16.38,0.95
RCT-0017,RCT-0017-scanned_pdf,1,Desk organizer,2.0,11.16,22.32,Desk organizer | 2 | $11.16 | $22.32,0.95
RCT-0017,RCT-0017-scanned_pdf,2,USBadapter,1.0,3.18,3.18,USBadapter | 1 | $3.18 | $3.18,0.95
RCT-0017,RCT-0017-scanned_pdf,3,Cleaning cloths,4.0,8.72,34.88,Cleaning cloths | 4 | $8.72 | $34.88,0.95
RCT-0017,RCT-0017-scanned_pdf,4,Gel pen set,4.0,6.71,26.84,Gel pen set | 4 | $6.71 | $26.84,0.95
RCT-0018,RCT-0018-scanned_pdf,1,Cable clips,1.0,4.37,4.37,Cable clips | 1 | $4.37 | $4.37,0.95
RCT-0018,RCT-0018-scanned_pdf,2,Recycled notebooks,2.0,12.24,24.48,Recycled notebooks | 2 | $12.24 | $24.48,0.95
RCT-0018,RCT-0018-scanned_pdf,3,Canvas tote,4.0,8.25,33.0,Canvas tote | 4 | $8.25 | $33.00,0.95
RCT-0018,RCT-0018-scanned_pdf,4,Cleaning cloths,1.0,14.56,14.56,Cleaning cloths | 1 | $14.56 | $14.56,0.95
RCT-0018,RCT-0018-scanned_pdf,5,Gelpen set,4.0,3.25,13.0,Gelpen set | 4 | $3.25 | $13.00,0.95
RCT-0019,RCT-0019-scanned_pdf,1,Deskorganizer,4.0,16.49,65.96,Deskorganizer | 4 | $16.49 | $65.96,0.95
RCT-0019,RCT-0019-scanned_pdf,2,Cable clips,2.0,6.13,12.26,Cable clips | 2 | $6.13 | $12.26,0.95
RCT-0019,RCT-0019-scanned_pdf,3,Granola cup,4.0,8.34,33.36,Granola cup | 4 | $8.34 | $33.36,0.95
RCT-0020,RCT-0020-scanned_pdf,1,Desk organizer,1.0,9.2,9.2,Desk organizer | 1 | $9.20 | $9.20,0.95
RCT-0023,RCT-0023-scanned_pdf,1,Cable clips,3.0,14.29,42.87,Cable clips | 3 | $14.29 | $42.87,0.95
RCT-0023,RCT-0023-scanned_pdf,2,Canvas tote,2.0,16.85,33.7,Canvas tote | 2 | $16.85 | $33.70,0.95
RCT-0023,RCT-0023-scanned_pdf,3,Gel pen set,4.0,9.11,36.44,Gel pen set | 4 | $9.11 | $36.44,0.95
RCT-0023,RCT-0023-scanned_pdf,4,Cleaning cloths,1.0,8.93,8.93,Cleaning cloths | 1 | $8.93 | $8.93,0.95
RCT-0023,RCT-0023-scanned_pdf,5,Coffee beans,3.0,13.85,41.55,Coffee beans | 3 | $13.85 | $41.55,0.95
RCT-0024,RCT-0024-scanned_pdf,1,Coffee beans,3.0,4.4,13.2,Coffee beans | 3 | $4.40 | $13.20,0.95
RCT-0024,RCT-0024-scanned_pdf,2,Desk organizer,1.0,9.29,9.29,Desk organizer | 1 | $9.29 | $9.29,0.95
RCT-0024,RCT-0024-scanned_pdf,3,Cleaning cloths,1.0,15.26,15.26,Cleaning cloths | 1 | $15.26 | $15.26,0.95
RCT-0024,RCT-0024-scanned_pdf,4,Gel pen set,4.0,16.13,64.52,Gel pen set | 4 | $16.13 | $64.52,0.95
RCT-0026,RCT-0026-scanned_pdf,1,Herbal tea,4.0,5.42,21.68,Herbal tea | 4 | $5.42 | $21.68,0.95
RCT-0026,RCT-0026-scanned_pdf,2,Cable clips,2.0,13.1,26.2,Cable clips | 2 | $13.10 | $26.20,0.95
RCT-0027,RCT-0027-scanned_pdf,1,USB adapter,3.0,11.73,35.19,USB adapter | 3 | $11.73 | $35.19,0.95
RCT-0027,RCT-0027-scanned_pdf,2,Desk organizer,1.0,15.15,15.15,Desk organizer | 1 | $15.15 | $15.15,0.95
RCT-0027,RCT-0027-scanned_pdf,3,Recycled notebooks,4.0,3.95,15.8,Recycled notebooks | 4 | $3.95 | $15.80,0.95
RCT-0027,RCT-0027-scanned_pdf,4,Archive folders,3.0,8.52,25.56,Archive folders | 3 | $8.52. | $25.56,0.95
RCT-0027,RCT-0027-scanned_pdf,5,Coffee beans,1.0,10.85,10.85,Coffee beans | 1 | $10.85 | $10.85,0.95
RCT-0029,RCT-0029-scanned_pdf,1,Desk organizer,2.0,2.6,5.2,Desk organizer | 2 | $2.60 | $5.20,0.95
RCT-0029,RCT-0029-scanned_pdf,2,Cleaningcloths,1.0,8.95,8.95,Cleaningcloths | 1 | $8.95 | $8.95,0.95
RCT-0029,RCT-0029-scanned_pdf,3,Gel pen set,4.0,12.7,50.8,Gel pen set | 4 | $12.70 | $50.80,0.95
RCT-0029,RCT-0029-scanned_pdf,4,Cable clips,2.0,12.95,25.9,Cable clips | 2 | $12.95 | $25.90,0.95
